Id,Nombre,Tipo,Localidad,Provincia,Latitud,Longitud,Altura,Id Interno,Ubicacion,Desde,Hasta
451,Valcheta - EEA Valle Inferior,Nimbus THP,Viedma,Río Negro,-40.72,-66.31,207,A872716,Valle de Chanquin,18/07/2014,18/11/2019
628,Viale,Omixom,Sin asignar,Entre Rios,-31.86,-60.03,0,91089,Parana,31/03/2017,12/01/2019
275,Viamonte - ICyA CIRN,Nimbus THP,Viamonte,Córdoba,-33.83,-63.02,132,A872861,Z Rural Gral Viamonte. CP:2651 (a 8 km de ruta 3),23/05/2012,23/09/2020
564,Victoria,Omixom,Sin asignar,Entre Rios,-32.59,-60.16,0,91044,Victoria,31/03/2017,12/01/2019
511,Villa Ana - EEA Reconquista,Nimbus THP,Villa Ana,Santa Fe,-28.44,-59.8,85,A872963,"RP 295, Km 19. Dto. Vera, Juridiccion Golondrina",31/05/2016,23/09/2020
299,Villa Cañas - EEA Oliveros,Nimbus THP,Villa Cañas,Santa Fe,-33.96,-61.63,121,A872870,"Ruta Prov. 94, km 34,5, CP: 2607",01/12/2011,22/09/2020
477,Villa Dolores - EEA Manfredi,Nimbus THP,Manfredi,Córdoba,-31.94,-65.22,707.700012207031,A872826,-,21/08/2015,23/09/2020
558,Villa Elisa,Omixom,Sin asignar,Entre Rios,-32.15,-58.41,0,91011,Colon,31/03/2017,12/01/2019
246,Villa Iris - EEA Bordenave,Nimbus THP,Villa Iris,Buenos Aires,-37.94,-63.79,182,A872711,14 km al sur de Villa Iris,03/03/2011,01/04/2011
420,Villa Mercedes - EEA San Luis,Nimbus THP,Villa Mercedes,San Luis,-33.66,-65.41,515,A872930,"Rutas 7 Km 591, CP: 5730",19/08/2014,23/09/2020
538,Villaguay,Omixom,Sin asignar,Entre Rios,-31.81,-59.02,0,91009,Villaguay,31/03/2017,17/07/2018
366,Villalonga - EEA H Ascasubi,Nimbus THP,Villalonga,Buenos Aires,-39.92,-62.62,15,A872841,"Villalonga, CP: 8512 Partido de Patagones",19/09/2012,23/09/2020
634,Virasoro,Omixom,Sin asignar,Corrientes,-28.09,-56.03,0,32001,Virasoro,31/03/2017,13/01/2019
607,Yerua,Omixom,Sin asignar,Entre Rios,-31.52,-58.19,0,91066,Concordia,01/04/2017,12/01/2019
654,Zaiman Inta,EBY,Sin asignar,Sin asignar,-27.43,-55.89,0,EBY02,Emplazado en las instalaciones del INTA Posadas.,12/06/2017,26/12/2017
